onset	duration	trial_type	PresentedStimulusArrowDirection	ReactionTime	SubjectResponseButton	SubjectResponseButtonCode	SubjectResponseCorrectness	TrialOutcome	StopSignalDelay	LadderNumber	LadderTime	LadderMovement	TimeCourse	onset_orig	duration_orig	trial_type_orig
0.025748171000032	1.5	GO	RIGHT	0.519576680000227	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	0	0.0257	1.5	go
2.13249305700037	1.5	GO	RIGHT	0.332701100000122	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	2.125	2.1325	1.5	go
4.14076157000045	1.5	GO	LEFT	0.251362694999898	RIGHT	28	IncorrectResponse	JUNK	0	0	0	0	4.125	4.1408	1.5	junk
6.26492883900028	1.5	GO	RIGHT	0.343385546999798	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	6.25	6.2649	1.5	go
8.25642678300028	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.154620353000155	2	150	1	8.25	8.2564	1.5	succ_stop
11.3930812200001	1.5	GO	LEFT	0.483782437000173	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	11.375	11.3931	1.5	go
14.1313539160001	1.5	STOP	RIGHT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.255029524000292	1	250	1	14.125	14.1314	1.5	succ_stop
16.6373116880004	1.5	GO	LEFT	0.432029014999898	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	16.625	16.6373	1.5	go
21.5163948970003	1.5	GO	LEFT	0.456616831000247	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	21.5	21.5164	1.5	go
24.2714569550003	1.5	STOP	RIGHT	0.358990320999965	RIGHT	28	CorrectResponse	UnsuccessfulStop	0.3011550909996	1	300	-1	24.25	24.2715	1.5	unsucc_stop
26.7607869440003	1.5	GO	RIGHT	0.436271515000044	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	26.75	26.7608	1.5	go
28.8850720130004	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.203648768999756	2	200	1	28.875	28.8851	1.5	succ_stop
