onset	duration	trial_type	PresentedStimulusArrowDirection	ReactionTime	SubjectResponseButton	SubjectResponseButtonCode	SubjectResponseCorrectness	TrialOutcome	StopSignalDelay	LadderNumber	LadderTime	LadderMovement	TimeCourse	onset_orig	duration_orig	trial_type_orig
0.035707512000954	1.5	GO	RIGHT	0.376127988000007	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	0	0.0357	1.5	go
2.0097384769997	1.5	GO	LEFT	0.406509009999354	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	2	2.0097	1.5	go
4.3830343160007	1.5	GO	RIGHT	0.305203690999406	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	4.375	4.383	1.5	go
6.75617342400074	1.5	GO	LEFT	0.290560026998719	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	6.75	6.7562	1.5	go
9.51112298000044	1.5	GO	RIGHT	0.306213035000837	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	9.5	9.5111	1.5	go
11.6352585160002	1.5	GO	LEFT	0.292650511999454	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	11.625	11.6353	1.5	go
13.6433742120007	1.5	STOP	RIGHT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.600200999000663	2	150	1	13.625	13.6434	1.5	succ_stop
17.7591625309997	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.252089499999784	1	250	1	17.75	17.7592	1.5	succ_stop
19.9001370280002	1.5	STOP	RIGHT	0.397820741000032	RIGHT	28	CorrectResponse	UnsuccessfulStop	0.201729030999559	2	200	-1	19.875	19.9001	1.5	unsucc_stop
23.2690219980013	1.5	GO	RIGHT	0.457204104000994	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	23.25	23.269	1.5	go
26.1400617670006	1.5	GO	RIGHT	0.39796480899895	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	26.125	26.1401	1.5	go
29.5089821729998	1.5	GO	LEFT	0.373347967999507	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	29.5	29.509	1.5	go
31.7660499470003	1.5	GO	LEFT	0.531019746000311	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	31.75	31.766	1.5	go
34.0064799650008	1.5	GO	LEFT	0.368006102000436	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	34	34.0065	1.5	go
36.0145917070004	1.5	GO	RIGHT	0.624931694999759	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	36	36.0146	1.5	go
38.1388673230013	1.5	STOP	LEFT	0.469037200999082	LEFT	5	CorrectResponse	UnsuccessfulStop	0.303443318000063	1	300	-1	38.125	38.1389	1.5	unsucc_stop
42.885279995	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.252708846999667	1	250	1	42.875	42.8853	1.5	succ_stop
45.6401464179999	1.5	GO	RIGHT	0.34317231499881	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	45.625	45.6401	1.5	go
48.7601367770003	1.5	GO	LEFT	0.367860525000651	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	48.75	48.7601	1.5	go
54.2699531020007	1.5	GO	RIGHT	0.352045177000036	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	54.25	54.27	1.5	go
56.7593637560003	1.5	GO	LEFT	0.398989276000066	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	56.75	56.7594	1.5	go
58.8836112940007	1.5	GO	LEFT	0.37133320599969	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	58.875	58.8836	1.5	go
62.6342697729997	1.5	GO	RIGHT	0.421946107000622	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	62.625	62.6343	1.5	go
65.6380693150004	1.5	STOP	RIGHT	0.753689110000778	RIGHT	28	CorrectResponse	UnsuccessfulStop	0.155147274001138	2	150	-1	65.625	65.6381	1.5	unsucc_stop
68.143976102001	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.102682554001149	2	100	1	68.125	68.144	1.5	succ_stop
70.3844513390013	1.5	STOP	RIGHT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.303413900999658	1	300	1	70.375	70.3845	1.5	succ_stop
72.6414671950006	1.5	GO	RIGHT	0.516893676000109	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	72.625	72.6415	1.5	go
75.7615313120004	1.5	GO	LEFT	0.366885163000916	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	75.75	75.7615	1.5	go
78.267481805	1.5	GO	RIGHT	0.317165238000598	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	78.25	78.2675	1.5	go
81.0057376639998	1.5	GO	LEFT	0.392897282001286	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	81	81.0057	1.5	go
84.1423931509999	1.5	GO	RIGHT	0.377244342000267	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	84.125	84.1424	1.5	go
86.2666915310001	1.5	GO	LEFT	0.469115253001291	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	86.25	86.2667	1.5	go
88.2582519300013	1.5	GO	LEFT	0.549130867000713	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	88.25	88.2583	1.5	go
90.5152116200006	1.5	STOP	LEFT	0.40496440700008	LEFT	5	CorrectResponse	UnsuccessfulStop	0.155094363999524	2	150	-1	90.5	90.5152	1.5	unsucc_stop
92.5066539360014	1.5	GO	RIGHT	0.451620630999969	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	92.5	92.5067	1.5	go
94.5148025750004	1.5	GO	RIGHT	0	n/a	0	IncorrectResponse	UnuccessfulGo	0	0	0	0	94.5	94.5148	1.5	junk
97.8837803690003	1.5	GO	RIGHT	0.548898582001129	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	97.875	97.8838	1.5	go
100.771337352	1.5	GO	LEFT	0	n/a	0	IncorrectResponse	UnuccessfulGo	0	0	0	0	100.75	100.7713	1.5	junk
103.642479619	1.5	STOP	RIGHT	0.382139195000491	RIGHT	28	CorrectResponse	UnsuccessfulStop	0.353535276999537	1	350	-1	103.625	103.6425	1.5	unsucc_stop
105.766714172001	1.5	GO	LEFT	0.514156425999317	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	105.75	105.7667	1.5	go
110.645948007001	1.5	GO	RIGHT	0.449328759999844	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	110.625	110.6459	1.5	go
112.886240437001	1.5	GO	RIGHT	0.379403214999911	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	112.875	112.8862	1.5	go
115.010555763001	1.5	GO	LEFT	0.396885581998504	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	115	115.0106	1.5	go
118.014399497	1.5	GO	LEFT	0.567333418000999	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	118	118.0144	1.5	go
120.271512074001	1.5	GO	RIGHT	0.370796926999901	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	120.25	120.2715	1.5	go
122.760894345001	1.5	GO	LEFT	0.503746105998289	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	122.75	122.7609	1.5	go
125.382924029	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.303290775998903	1	300	1	125.375	125.3829	1.5	succ_stop
128.386777099	1.5	STOP	RIGHT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.103420847999587	2	100	1	128.375	128.3868	1.5	succ_stop
131.888548939001	1.5	STOP	RIGHT	0.422247520999008	RIGHT	28	CorrectResponse	UnsuccessfulStop	0.353479948998938	1	350	-1	131.875	131.8885	1.5	unsucc_stop
134.510705465	1.5	GO	RIGHT	0.346184748999804	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	134.5	134.5107	1.5	go
137.630640429001	1.5	GO	LEFT	0.27128497800004	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	137.625	137.6306	1.5	go
140.020444295	1.5	GO	RIGHT	0.300231589000759	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	140	140.0204	1.5	go
142.260986309	1.5	GO	RIGHT	0.59515704200021	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	142.25	142.261	1.5	go
145.646411760001	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.153760822999175	2	150	1	145.625	145.6464	1.5	succ_stop
147.886883566001	1.5	GO	LEFT	0	n/a	0	IncorrectResponse	UnuccessfulGo	0	0	0	0	147.875	147.8869	1.5	junk
149.894868219	1.5	GO	LEFT	0	n/a	0	IncorrectResponse	UnuccessfulGo	0	0	0	0	149.875	149.8949	1.5	junk
151.886506728	1.5	GO	LEFT	0.866935037000076	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	151.875	151.8865	1.5	go
155.271956826	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.204902853998647	2	200	1	155.25	155.272	1.5	succ_stop
158.14305622	1.5	STOP	RIGHT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.30214954999974	1	300	1	158.125	158.1431	1.5	succ_stop
160.267411500001	1.5	GO	LEFT	0.539249153000128	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	160.25	160.2674	1.5	go
163.271117283	1.5	GO	LEFT	0.490316400999291	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	163.25	163.2711	1.5	go
165.893361977001	1.5	GO	RIGHT	0.440756422000049	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	165.875	165.8934	1.5	go
167.884736003001	1.5	GO	RIGHT	0.610131163000915	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	167.875	167.8847	1.5	go
171.519312919001	1.5	GO	RIGHT	0	n/a	0	IncorrectResponse	UnuccessfulGo	0	0	0	0	171.5	171.5193	1.5	junk
173.892518947001	1.5	GO	LEFT	0.458445886000845	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	173.875	173.8925	1.5	go
176.630796020001	1.5	GO	LEFT	0.584138139998686	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	176.625	176.6308	1.5	go
178.771664403001	1.5	GO	RIGHT	0.364114872998471	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	178.75	178.7717	1.5	go
180.895969776	1.5	GO	LEFT	0	n/a	0	IncorrectResponse	UnuccessfulGo	0	0	0	0	180.875	180.896	1.5	junk
183.020301534001	1.5	STOP	LEFT	0.91752837200147	RIGHT	28	IncorrectResponse	UnsuccessfulStop	0.351115786999799	1	350	-1	183	183.0203	1.5	junk
185.509587808001	1.5	STOP	RIGHT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.253843458998745	2	250	1	185.5	185.5096	1.5	succ_stop
189.143961201	1.5	GO	RIGHT	0.423800365999341	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	189.125	189.144	1.5	go
191.268286730001	1.5	GO	RIGHT	0.890875510000114	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	191.25	191.2683	1.5	go
193.392542245001	1.5	GO	RIGHT	0.497245690999989	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	193.375	193.3925	1.5	go
196.512613382001	1.5	GO	LEFT	0.607889299000817	RIGHT	28	IncorrectResponse	JUNK	0	0	0	0	196.5	196.5126	1.5	junk
199.383705910001	1.5	GO	LEFT	0.559595300999717	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	199.375	199.3837	1.5	go
202.769141145001	1.5	GO	RIGHT	0	n/a	0	IncorrectResponse	UnuccessfulGo	0	0	0	0	202.75	202.7691	1.5	junk
207.133935326001	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.303739875000247	2	300	1	207.125	207.1339	1.5	succ_stop
210.386704554001	1.5	GO	RIGHT	0.38770277599906	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	210.375	210.3867	1.5	go
212.759817585	1.5	STOP	RIGHT	0.296858169000188	RIGHT	28	CorrectResponse	UnsuccessfulStop	0	1	300	-1	212.75	212.7598	1.5	unsucc_stop
214.767911712001	1.5	GO	LEFT	0.392815836001319	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	214.75	214.7679	1.5	go
217.257277501001	1.5	STOP	RIGHT	0.367594612000175	RIGHT	28	CorrectResponse	UnsuccessfulStop	0.254581332999805	1	250	-1	217.25	217.2573	1.5	unsucc_stop
219.763217001	1.5	GO	LEFT	0.470471184000417	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	219.75	219.7632	1.5	go
221.771303037001	1.5	STOP	LEFT	0.422926633000316	LEFT	5	CorrectResponse	UnsuccessfulStop	0.351132511999822	2	350	-1	221.75	221.7713	1.5	unsucc_stop
224.260751252001	1.5	GO	RIGHT	0.388236872999187	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	224.25	224.2608	1.5	go
226.517760972001	1.5	GO	LEFT	0.636293051000393	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	226.5	226.5178	1.5	go
228.891019501001	1.5	GO	RIGHT	0.356785600999501	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	228.875	228.891	1.5	go
233.388375388	1.5	GO	LEFT	0.46619059799923	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	233.375	233.3884	1.5	go
