onset	duration	trial_type	PresentedStimulusArrowDirection	ReactionTime	SubjectResponseButton	SubjectResponseButtonCode	SubjectResponseCorrectness	TrialOutcome	StopSignalDelay	LadderNumber	LadderTime	LadderMovement	TimeCourse	onset_orig	duration_orig	trial_type_orig
0.0322840569997425	1.5	STOP	LEFT	0.449532027000259	LEFT	5	CorrectResponse	UnsuccessfulStop	0.353965053000138	1	350	-1	0	0.0323	1.5	unsucc_stop
2.38822314599975	1.5	GO	LEFT	0.41187825499992	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	2.375	2.3882	1.5	go
4.39631448299997	1.5	GO	LEFT	0.459965037000075	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	4.375	4.3963	1.5	go
6.52061408400004	1.5	GO	RIGHT	0.406725491000088	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	6.5	6.5206	1.5	go
9.88939955099977	1.5	GO	RIGHT	0.452591296000264	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	9.875	9.8894	1.5	go
13.0094153509999	1.5	GO	LEFT	0.398680410999987	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	13	13.0094	1.5	go
15.6316051220001	1.5	GO	RIGHT	0.399497798999619	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	15.625	15.6316	1.5	go
19.0171820290002	1.5	STOP	RIGHT	0.703292038999734	RIGHT	28	CorrectResponse	UnsuccessfulStop	0.253636775999894	2	250	-1	19	19.0172	1.5	unsucc_stop
23.1495713869999	1.5	STOP	RIGHT	0.408934958999907	RIGHT	28	CorrectResponse	UnsuccessfulStop	0.304236791999756	1	300	-1	23.125	23.1496	1.5	unsucc_stop
27.7631929989998	1.5	GO	LEFT	0.436067373999776	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	27.75	27.7632	1.5	go
29.8873946959998	1.5	GO	LEFT	0.47785400399971	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	29.875	29.8874	1.5	go
32.1444360999999	1.5	GO	LEFT	0.441360388000248	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	32.125	32.1444	1.5	go
35.513323014	1.5	GO	RIGHT	0.443605146000209	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	35.5	35.5133	1.5	go
38.8822030010001	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.203367650000018	2	200	1	38.875	38.8822	1.5	succ_stop
41.1394334749998	1.5	GO	RIGHT	0.498003767000228	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	41.125	41.1394	1.5	go
43.5125701880002	1.5	GO	RIGHT	0.389497106000363	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	43.5	43.5126	1.5	go
45.5206418449998	1.5	GO	RIGHT	0.364933841000038	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	45.5	45.5206	1.5	go
49.885403023	1.5	GO	LEFT	0.431941800000004	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	49.875	49.8854	1.5	go
52.0096665400001	1.5	GO	LEFT	0.443089784999756	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	52	52.0097	1.5	go
54.3828519979998	1.5	STOP	RIGHT	0.791014815000381	RIGHT	28	CorrectResponse	UnsuccessfulStop	0.2530475020003	1	250	-1	54.375	54.3829	1.5	unsucc_stop
56.3908505059999	1.5	GO	RIGHT	0.553611180000189	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	56.375	56.3909	1.5	go
59.1458365220001	1.5	GO	RIGHT	0.426713444999677	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	59.125	59.1458	1.5	go
61.1373833530001	1.5	GO	LEFT	0.460136627999873	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	61.125	61.1374	1.5	go
64.3901658099999	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.253481661000023	2	250	1	64.375	64.3902	1.5	succ_stop
67.0121637809998	1.5	GO	LEFT	0.490092557000025	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	67	67.0122	1.5	go
69.2692800529999	1.5	GO	LEFT	0.488663065999845	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	69.25	69.2693	1.5	go
71.393426613	1.5	GO	RIGHT	0.548199554000348	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	71.375	71.3934	1.5	go
73.3850250099999	1.5	GO	RIGHT	0.444243386999915	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	73.375	73.385	1.5	go
78.2642436599999	1.5	GO	RIGHT	0.42264317199988	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	78.25	78.2642	1.5	go
80.2556870919998	1.5	GO	LEFT	0.439141033999931	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	80.25	80.2557	1.5	go
82.3965257099999	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.203391357999863	1	200	1	82.375	82.3965	1.5	succ_stop
84.6368372269999	1.5	STOP	RIGHT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.304313707999881	2	300	1	84.625	84.6368	1.5	succ_stop
87.640853333	1.5	GO	RIGHT	0.467855662000147	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	87.625	87.6409	1.5	go
91.3914251800002	1.5	STOP	LEFT	0.366230611999981	LEFT	5	CorrectResponse	UnsuccessfulStop	0.25314537200029	1	250	-1	91.375	91.3914	1.5	unsucc_stop
94.1463392589999	1.5	GO	LEFT	0.53879924299963	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	94.125	94.1463	1.5	go
98.1459296990001	1.5	STOP	RIGHT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.352225204000206	2	350	1	98.125	98.1459	1.5	succ_stop
102.394346348	1.5	GO	RIGHT	0.611389135000081	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	102.375	102.3943	1.5	go
104.385934663	1.5	GO	RIGHT	0.403883708000194	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	104.375	104.3859	1.5	go
107.38981165	1.5	GO	LEFT	0.602624528999968	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	107.375	107.3898	1.5	go
110.144719606	1.5	GO	LEFT	0.444672128000093	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	110.125	110.1447	1.5	go
112.634093829	1.5	GO	RIGHT	0.52249996799992	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	112.625	112.6341	1.5	go
115.637838635	1.5	STOP	RIGHT	0.521328045000246	RIGHT	28	CorrectResponse	UnsuccessfulStop	0.404391569999916	2	400	-1	115.625	115.6378	1.5	unsucc_stop
119.139642712	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.203542980000293	1	200	1	119.125	119.1396	1.5	succ_stop
121.263884391	1.5	GO	LEFT	0.52712605700026	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	121.25	121.2639	1.5	go
