onset	duration	trial_type	PresentedStimulusArrowDirection	ReactionTime	SubjectResponseButton	SubjectResponseButtonCode	SubjectResponseCorrectness	TrialOutcome	StopSignalDelay	LadderNumber	LadderTime	LadderMovement	TimeCourse	onset_orig	duration_orig	trial_type_orig
0.0277307700002893	1.5	GO	RIGHT	0.85565006700017	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	0	0.0277	1.5	go
2.13483293400031	1.5	GO	LEFT	0.428511694999997	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	2.125	2.1348	1.5	go
5.27150527600043	1.5	GO	RIGHT	0.34461740200004	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	5.25	5.2715	1.5	go
7.64460830300004	1.5	STOP	RIGHT	0.420728569999937	RIGHT	28	CorrectResponse	UnsuccessfulStop	0.353433738000149	1	350	-1	7.625	7.6446	1.5	unsucc_stop
12.0093287090003	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.351603605000037	2	350	1	12	12.0093	1.5	succ_stop
16.0087661100001	1.5	GO	LEFT	0.520210962999954	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	16	16.0088	1.5	go
18.1332578690003	1.5	GO	RIGHT	0.444012719000057	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	18.125	18.1333	1.5	go
20.3902986620001	1.5	GO	LEFT	0.444379514000047	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	20.375	20.3903	1.5	go
22.7634169020002	1.5	GO	RIGHT	0.397867705999943	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	22.75	22.7634	1.5	go
24.8877072700002	1.5	STOP	LEFT	0.384852351000063	LEFT	5	CorrectResponse	UnsuccessfulStop	0.305193290999796	1	300	-1	24.875	24.8877	1.5	unsucc_stop
27.5098993910001	1.5	GO	RIGHT	0.643230475000109	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	27.5	27.5099	1.5	go
